<MSK>
<SOS>
<EOS>
<UNK>
to
the
F
(
lm(
)lm
)
.
go
navigate
move
robot
,
John_Hay_Library
Van_Wickle_Gates
Brown_Bear
proceed
BERT
J.W._Wilson
Maxcy_Hall
Littlefield_Hall
Hegeman
Gardner_House
Caswell_Hall
Lincoln_Field_Building
Brown_Center_for_Students_of_Color
Walter_Hall
Barus_Building
Minden_Hall
Wayland
Arnold_Laboratory
Kassar_House
GeoChem_and_Macmillian_Hall
Mencoff_Hall
Sharpe_Refectory
Sears
Metcalf_Research_Building
Prince_Engineering_Lab
Urban_Environmental_Lab
Robinson_Hall
Lippit_House
Prospect_House
The_Center_for_the_Study_of_Slavery_and_Justice_(CSSJ)
List_Art_Building
Maddock_Alumni
86_Waterman
67_George
Norwood_House
Shirley_Miller_House
Saint_Stephens_Church
Swearer_Center_for_Public_Service
Horace_Mann_House
Wilbour_Hall
Carrie_Tower
Citizen's_Bank
Lot_76
Finlandia
Hughes_Court
William_Goddard_Memorial_Gate
Class_of_1872_Gate
John_Nicholas_Brown_Gate
Robinson_Gate
Class_of_1887_Gate
Medical_Research_Lab
Soldiers_Memorial_Gate
Morgan_Witter_Rogers_Gate
Wriston_Quad
Maxcy_Green
Lot_18
Lot_17
Simmons_Quadrangle
Quite_Green
Haffenreffer_Museum_of_Anthropology
Starbucks
Circle_Dance_Sculpture
Department_of_Cognitive,_Linguistic,_and_Psychological_Sciences
Brown_University
The_Ivy_Room
Blue_Room
Campus_Market
P-131317
Reclining_Figure_No._2_—_Bridge_Prop
Slavery_Memorial
Casey_Shearer_Memorial
War_Memorial
Untitled_(Lamp/Bear)
Marcus_Aurelius
Idee_di_pietra
Phi_Kappa_Psi_Fraternity
Alpha_Chi_Omega_Sorority
Brown_University_Sciences_Library
Rockefeller_Library
College_Green
Watson_Center_for_Information_Technology
Salomon_Center_for_Teaching
University_Hall
John_Carter_Brown_Library
Faunce_House
Slater_Hall
Manning
Hope_College
Marston_Hall
Sayles_Hall
Friedman_Hall
Rhode_Island_Hall
Lyman_Hall
